Player,Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
Iga Swiatek,2023 Tokyo R16,W vsHontama,18.9%,24.3%,42.1%,25.0%,30.0%,36.7%,58.8%,39.1%,20.0%,12.9%,19.4%,48.1%,23.5%,92.9%,100.0%,3
Iga Swiatek,2023 US Open R16,L vsOstapenko,28.6%,31.2%,30.8%,33.3%,37.5%,34.4%,56.0%,17.4%,0.0%,23.1%,23.1%,25.0%,9.1%,33.3%,25.0%,21
Iga Swiatek,2023 US Open R32,W vsJuvan,14.7%,29.4%,82.1%,21.1%,36.8%,80.0%,25.0%,40.0%,-,7.1%,21.4%,84.6%,10.0%,75.0%,-,-42
Iga Swiatek,2023 US Open R64,W vsSaville,16.1%,30.4%,55.6%,18.9%,37.8%,56.7%,42.9%,43.5%,50.0%,11.8%,17.6%,53.3%,18.2%,100.0%,-,2
Iga Swiatek,2023 US Open R128,W vsPeterson,21.4%,40.5%,65.6%,30.0%,43.3%,66.7%,30.8%,58.8%,100.0%,0.0%,36.4%,63.6%,0.0%,62.5%,0.0%,-119
Iga Swiatek,2023 Cincinnati SF,L vsGauff,13.5%,23.6%,59.5%,16.4%,27.3%,54.3%,78.3%,25.0%,0.0%,9.7%,19.4%,67.9%,17.6%,64.3%,0.0%,-17
Iga Swiatek,2023 Cincinnati QF,W vsVondrousova,17.5%,28.6%,59.2%,14.6%,31.7%,60.0%,59.1%,10.5%,-,26.3%,26.3%,57.1%,66.7%,50.0%,60.0%,61
Iga Swiatek,2023 Cincinnati R16,W vsZheng,27.4%,31.5%,42.0%,38.6%,43.2%,55.6%,58.8%,18.5%,0.0%,11.5%,15.4%,26.1%,12.5%,60.0%,0.0%,0
Iga Swiatek,2023 Cincinnati R32,W vsCollins,44.1%,47.1%,41.2%,43.5%,47.8%,53.8%,44.4%,50.0%,50.0%,55.6%,55.6%,0.0%,20.0%,75.0%,-,115
Iga Swiatek,2023 Montreal SF,L vsPegula,21.7%,25.5%,30.4%,26.4%,30.6%,34.0%,48.6%,40.5%,44.4%,13.3%,16.7%,23.1%,13.3%,53.3%,33.3%,17
Iga Swiatek,2023 Montreal QF,W vsCollins,35.6%,44.8%,47.2%,48.1%,55.8%,48.1%,59.3%,40.0%,33.3%,18.8%,31.3%,46.2%,45.5%,14.3%,0.0%,0
Iga Swiatek,2023 Montreal R16,W vsMuchova,29.5%,40.9%,44.3%,30.6%,45.2%,44.2%,56.7%,37.5%,16.7%,28.0%,32.0%,44.4%,0.0%,61.5%,-,-57
Iga Swiatek,2023 Montreal R32,W vsPliskova,31.0%,41.4%,54.1%,41.2%,58.8%,55.0%,35.7%,25.0%,0.0%,19.0%,19.0%,52.9%,0.0%,69.2%,100.0%,47
Iga Swiatek,2023 Warsaw F,W vsSiegemund,38.2%,44.1%,71.4%,36.8%,47.4%,66.7%,42.9%,25.0%,-,40.0%,40.0%,77.8%,0.0%,71.4%,-,-104
Iga Swiatek,2023 Warsaw SF,W vsWickmayer,11.6%,23.2%,57.9%,19.0%,31.0%,64.7%,38.9%,37.5%,0.0%,0.0%,13.0%,47.8%,0.0%,46.7%,100.0%,-119
Iga Swiatek,2023 Warsaw QF,W vsNoskova,33.3%,47.1%,54.5%,42.5%,52.5%,52.2%,52.6%,23.8%,-,0.0%,30.0%,60.0%,0.0%,75.0%,100.0%,-119
Iga Swiatek,2023 Warsaw R16,W vsLiu,19.3%,33.3%,56.5%,21.1%,42.1%,66.7%,68.4%,31.6%,0.0%,15.8%,15.8%,37.5%,0.0%,41.7%,0.0%,-104
Iga Swiatek,2023 Warsaw R32,W vsAbduraimova,16.9%,30.8%,53.8%,22.0%,41.5%,59.4%,35.0%,52.4%,33.3%,9.1%,13.6%,45.0%,0.0%,42.9%,50.0%,-23
Iga Swiatek,2023 Wimbledon QF,L vsSvitolina,16.3%,32.7%,51.9%,19.7%,39.4%,59.6%,51.6%,25.0%,0.0%,8.3%,16.7%,31.8%,0.0%,30.8%,0.0%,-33
Iga Swiatek,2023 Wimbledon R16,W vsBencic,29.9%,43.0%,59.7%,28.2%,45.1%,64.7%,20.6%,24.3%,-,36.4%,42.4%,47.6%,0.0%,20.0%,0.0%,-3
Iga Swiatek,2023 Wimbledon R32,W vsMartic,20.0%,33.8%,51.0%,17.0%,31.9%,59.0%,37.5%,30.4%,50.0%,29.4%,41.2%,25.0%,16.7%,27.3%,0.0%,-37
Iga Swiatek,2023 Wimbledon R64,W vsSorribes Tormo,11.1%,30.6%,74.2%,8.7%,34.8%,81.0%,45.5%,33.3%,0.0%,16.7%,25.0%,60.0%,0.0%,42.9%,-,-11
Iga Swiatek,2023 Wimbledon R128,W vsZhu,16.3%,24.5%,64.1%,16.7%,26.7%,64.0%,69.2%,11.8%,0.0%,17.6%,23.5%,64.3%,0.0%,55.6%,-,23
Iga Swiatek,2023 Bad Homburg QF,W vsBlinkova,22.6%,45.3%,65.9%,25.0%,45.0%,66.7%,40.0%,50.0%,0.0%,15.4%,46.2%,63.6%,20.0%,37.5%,-,-104
Iga Swiatek,2023 Bad Homburg R16,W vsTeichmann,23.2%,32.1%,60.5%,28.6%,35.7%,70.0%,42.1%,43.5%,66.7%,7.1%,21.4%,38.5%,50.0%,33.3%,0.0%,-104
Iga Swiatek,2023 Bad Homburg R32,W vsMaria,18.3%,36.6%,63.2%,19.0%,39.7%,63.8%,66.7%,29.0%,0.0%,16.7%,25.0%,60.0%,0.0%,66.7%,-,-11
Iga Swiatek,2023 Roland Garros F,W vsMuchova,17.0%,22.7%,51.4%,18.2%,25.5%,53.3%,30.8%,17.2%,0.0%,16.7%,20.0%,48.0%,0.0%,21.4%,-,6
Iga Swiatek,2023 Roland Garros SF,W vsHaddad Maia,19.7%,32.9%,54.4%,26.1%,39.1%,61.8%,18.2%,20.8%,0.0%,11.5%,26.9%,43.5%,20.0%,12.5%,0.0%,-4
Iga Swiatek,2023 Roland Garros QF,W vsGauff,30.2%,37.7%,54.1%,33.3%,42.4%,45.5%,68.8%,41.2%,0.0%,25.0%,30.0%,66.7%,12.5%,58.3%,0.0%,-104
Iga Swiatek,2023 Roland Garros R16,W vsTsurenko,17.6%,17.6%,50.0%,9.1%,9.1%,40.0%,50.0%,28.6%,-,33.3%,33.3%,75.0%,0.0%,100.0%,100.0%,-104
Iga Swiatek,2023 Roland Garros R32,W vsWang,20.6%,32.4%,69.2%,28.6%,42.9%,80.0%,55.6%,41.7%,-,8.3%,16.7%,54.5%,0.0%,33.3%,-,-30
Iga Swiatek,2023 Roland Garros R64,W vsLiu,13.8%,25.9%,54.2%,18.8%,31.3%,57.7%,63.6%,47.6%,42.9%,8.3%,20.8%,50.0%,6.7%,22.2%,0.0%,-30
Iga Swiatek,2023 Roland Garros R128,W vsBucsa,26.0%,38.0%,52.9%,28.1%,40.6%,56.5%,40.0%,41.2%,33.3%,26.7%,40.0%,45.5%,14.3%,75.0%,100.0%,97
Iga Swiatek,2023 Rome QF,L vsRybakina,20.5%,35.6%,61.8%,28.9%,46.7%,65.6%,22.2%,44.4%,-,8.0%,20.0%,56.5%,0.0%,64.3%,-,-36
Iga Swiatek,2023 Rome R16,W vsVekic,26.9%,41.8%,54.2%,30.4%,47.8%,62.5%,34.8%,73.9%,100.0%,20.0%,30.0%,37.5%,0.0%,75.0%,100.0%,-46
Iga Swiatek,2023 Rome R32,W vsTsurenko,16.3%,32.6%,61.8%,21.4%,39.3%,59.1%,30.0%,50.0%,100.0%,7.7%,23.1%,66.7%,0.0%,100.0%,-,-42
Iga Swiatek,2023 Rome R64,W vsPavlyuchenkova,23.3%,39.5%,56.3%,25.0%,46.4%,66.7%,41.7%,37.5%,100.0%,21.4%,28.6%,36.4%,0.0%,50.0%,-,-23
Iga Swiatek,2023 Madrid F,L vsSabalenka,27.8%,32.9%,46.4%,28.8%,36.5%,48.6%,50.0%,35.7%,0.0%,26.9%,26.9%,42.1%,0.0%,57.1%,0.0%,-59
Iga Swiatek,2023 Madrid SF,W vsKudermetova,15.2%,23.9%,64.1%,25.0%,25.0%,61.1%,81.8%,23.1%,0.0%,4.5%,22.7%,66.7%,18.2%,81.8%,100.0%,-104
Iga Swiatek,2023 Madrid QF,W vsMartic,25.5%,34.0%,63.6%,30.0%,36.7%,66.7%,42.9%,50.0%,0.0%,20.0%,33.3%,58.3%,0.0%,60.0%,-,38
Iga Swiatek,2023 Madrid R16,W vsAlexandrova,33.7%,47.7%,58.2%,39.7%,53.4%,57.1%,40.0%,48.5%,100.0%,23.1%,38.5%,60.0%,9.1%,73.3%,100.0%,-18
Iga Swiatek,2023 Madrid R32,W vsPera,46.5%,53.5%,52.2%,57.1%,64.3%,50.0%,61.5%,46.7%,-,26.7%,33.3%,54.5%,57.1%,37.5%,0.0%,-104
Iga Swiatek,2023 Madrid R64,W vsGrabher,18.5%,29.6%,61.9%,20.6%,32.4%,66.7%,38.5%,47.6%,-,16.7%,27.8%,53.3%,18.2%,100.0%,-,17
Iga Swiatek,2023 Stuttgart F,W vsSabalenka,21.3%,31.1%,65.2%,22.5%,35.0%,71.0%,47.1%,39.1%,0.0%,21.1%,26.3%,53.3%,0.0%,66.7%,-,11
Iga Swiatek,2023 Stuttgart QF,W vsPliskova,27.2%,43.2%,54.5%,32.7%,53.1%,60.6%,58.3%,40.0%,75.0%,21.4%,32.1%,45.5%,0.0%,64.3%,100.0%,13
Iga Swiatek,2023 Stuttgart R16,W vsZheng,28.8%,32.7%,60.0%,37.5%,43.8%,75.0%,38.5%,36.8%,-,16.7%,16.7%,40.0%,0.0%,50.0%,100.0%,17
Iga Swiatek,2023 Indian Wells SF,L vsRybakina,16.3%,20.9%,32.4%,17.9%,25.0%,30.4%,92.9%,35.7%,0.0%,15.4%,15.4%,36.4%,66.7%,42.9%,0.0%,35
Iga Swiatek,2023 Indian Wells QF,W vsCirstea,23.1%,36.5%,53.8%,26.5%,38.2%,60.0%,75.0%,36.4%,0.0%,17.6%,35.3%,42.9%,20.0%,71.4%,-,-37
Iga Swiatek,2023 Indian Wells R16,W vsRaducanu,19.1%,34.0%,70.3%,21.2%,39.4%,84.6%,53.8%,30.0%,0.0%,15.4%,23.1%,36.4%,28.6%,66.7%,-,-18
Iga Swiatek,2023 Indian Wells R32,W vsAndreescu,16.4%,24.7%,47.5%,18.0%,30.0%,53.7%,34.8%,14.8%,0.0%,13.0%,13.0%,35.0%,0.0%,33.3%,0.0%,-104
Iga Swiatek,2023 Indian Wells R64,W vsLiu,24.4%,36.6%,69.2%,28.6%,42.9%,70.0%,66.7%,31.3%,-,25.0%,37.5%,66.7%,0.0%,100.0%,-,90
Iga Swiatek,2023 Dubai F,L vsKrejcikova,24.1%,35.2%,31.6%,25.0%,41.7%,40.7%,29.4%,15.8%,0.0%,26.7%,26.7%,9.1%,0.0%,55.6%,33.3%,97
Iga Swiatek,2023 Dubai SF,W vsGauff,28.3%,39.6%,54.3%,32.4%,45.9%,60.0%,76.5%,15.0%,0.0%,23.1%,30.8%,40.0%,37.5%,60.0%,-,97
Iga Swiatek,2023 Dubai R16,W vsSamsonova,37.2%,39.5%,55.6%,41.9%,45.2%,55.6%,33.3%,31.3%,-,25.0%,25.0%,55.6%,0.0%,33.3%,-,-104
Iga Swiatek,2023 Dubai R32,W vsFernandez,28.3%,37.0%,53.1%,40.0%,50.0%,50.0%,50.0%,50.0%,-,6.7%,13.3%,57.1%,0.0%,44.4%,50.0%,-47
Iga Swiatek,2023 Doha F,W vsPegula,31.8%,36.4%,50.0%,40.6%,46.9%,52.6%,57.1%,33.3%,0.0%,8.3%,8.3%,45.5%,0.0%,100.0%,-,-104
Iga Swiatek,2023 Doha SF,W vsKudermetova,24.2%,45.5%,80.0%,26.1%,52.2%,76.5%,27.3%,50.0%,-,20.0%,30.0%,87.5%,33.3%,57.1%,-,-104
Iga Swiatek,2023 Doha R16,W vsCollins,40.9%,50.0%,58.3%,45.2%,58.1%,52.9%,15.4%,44.4%,-,36.4%,36.4%,71.4%,0.0%,33.3%,-,82
Iga Swiatek,2023 Australian Open R16,L vsRybakina,19.6%,28.6%,47.7%,17.1%,31.4%,48.3%,33.3%,21.7%,66.7%,25.0%,25.0%,46.7%,0.0%,11.1%,0.0%,-46
Iga Swiatek,2023 Australian Open R32,W vsBucsa,38.2%,50.0%,71.4%,50.0%,65.0%,70.0%,50.0%,20.0%,-,21.4%,28.6%,72.7%,16.7%,37.5%,-,-104
Iga Swiatek,2023 Australian Open R64,W vsOsorio,23.2%,35.7%,48.8%,26.7%,37.8%,48.5%,25.0%,48.0%,50.0%,9.1%,27.3%,50.0%,0.0%,80.0%,66.7%,-104
Iga Swiatek,2023 Australian Open R128,W vsNiemeier,28.2%,38.5%,54.7%,28.9%,44.7%,66.7%,16.7%,25.0%,0.0%,29.7%,35.1%,42.3%,0.0%,68.4%,50.0%,-13
Iga Swiatek,2023 United Cup SF,L vsPegula,9.8%,17.1%,31.4%,11.5%,19.2%,30.4%,53.8%,46.2%,50.0%,7.7%,15.4%,33.3%,16.7%,57.1%,50.0%,-42
Iga Swiatek,2023 United Cup RR,W vsPutintseva,26.2%,52.4%,71.0%,26.7%,56.7%,63.6%,73.3%,33.3%,0.0%,25.0%,41.7%,88.9%,25.0%,75.0%,-,-104
Iga Swiatek,2023 United Cup RR,W vsBencic,26.2%,32.3%,57.4%,27.9%,32.6%,61.3%,57.9%,33.3%,0.0%,23.8%,33.3%,50.0%,28.6%,50.0%,-,-104
Iga Swiatek,2023 United Cup RR,W vsTrevisan,32.2%,47.5%,53.8%,34.1%,50.0%,55.2%,87.5%,30.0%,50.0%,28.6%,42.9%,50.0%,75.0%,50.0%,100.0%,-23
Iga Swiatek,2022 Fort Worth Finals SF,L vsSabalenka,17.1%,26.8%,43.5%,22.6%,34.0%,39.0%,65.4%,33.3%,28.6%,8.7%,17.4%,52.4%,0.0%,58.3%,100.0%,-39
Iga Swiatek,2022 Fort Worth Finals RR,W vsGarcia,35.0%,46.7%,45.9%,42.9%,57.1%,55.0%,35.3%,33.3%,0.0%,26.1%,34.8%,35.3%,8.3%,45.5%,0.0%,-7
Iga Swiatek,2022 Fort Worth Finals RR,W vsGauff,12.5%,29.2%,65.9%,13.2%,31.6%,63.6%,72.2%,40.0%,50.0%,11.1%,22.2%,75.0%,0.0%,0.0%,0.0%,-4
Iga Swiatek,2022 Fort Worth Finals RR,W vsKasatkina,13.2%,22.6%,73.8%,13.5%,27.0%,78.1%,64.7%,35.0%,0.0%,16.7%,16.7%,60.0%,20.0%,57.1%,-,35
Iga Swiatek,2022 San Diego F,W vsVekic,32.8%,41.0%,61.0%,27.3%,38.6%,59.4%,26.7%,62.1%,-,47.1%,47.1%,66.7%,7.7%,75.0%,-,-104
Iga Swiatek,2022 San Diego SF,W vsPegula,24.7%,29.6%,54.2%,21.1%,24.6%,48.9%,40.7%,23.3%,0.0%,36.4%,45.5%,71.4%,0.0%,23.1%,0.0%,-3
Iga Swiatek,2022 San Diego QF,W vsGauff,23.3%,39.5%,65.6%,25.8%,45.2%,73.9%,25.0%,21.1%,0.0%,18.2%,27.3%,44.4%,28.6%,25.0%,0.0%,-3
Iga Swiatek,2022 San Diego R16,W vsZheng,28.6%,41.6%,60.4%,29.2%,41.7%,64.7%,58.3%,45.8%,100.0%,29.6%,44.4%,52.6%,9.1%,56.3%,0.0%,-21
Iga Swiatek,2022 Ostrava F,L vsKrejcikova,26.3%,28.1%,46.3%,28.7%,30.0%,50.9%,50.0%,57.1%,100.0%,21.9%,25.0%,36.0%,0.0%,77.8%,100.0%,-33
Iga Swiatek,2022 Ostrava SF,W vsAlexandrova,30.5%,42.9%,47.2%,32.0%,46.7%,43.1%,18.8%,32.6%,75.0%,27.6%,34.5%,57.1%,15.4%,75.0%,-,-64
Iga Swiatek,2022 Ostrava QF,W vsMcnally,15.2%,25.8%,55.6%,16.0%,28.0%,54.8%,22.7%,82.1%,80.0%,14.3%,21.4%,58.3%,0.0%,83.3%,100.0%,25
Iga Swiatek,2022 Ostrava R16,W vsTomljanovic,13.7%,29.4%,60.5%,16.1%,38.7%,69.2%,23.5%,28.6%,0.0%,10.5%,15.8%,47.1%,0.0%,41.7%,50.0%,-43
Iga Swiatek,2022 US Open F,W vsJabeur,16.7%,22.2%,48.3%,17.5%,24.6%,48.9%,17.9%,27.6%,60.0%,15.4%,15.4%,45.5%,0.0%,22.2%,-,35
Iga Swiatek,2022 US Open SF,W vsSabalenka,19.2%,26.9%,46.7%,24.6%,35.1%,53.5%,48.1%,40.0%,60.0%,5.6%,5.6%,29.4%,0.0%,66.7%,0.0%,-64
Iga Swiatek,2022 US Open QF,W vsPegula,18.1%,23.6%,41.1%,18.8%,22.9%,38.5%,40.0%,39.3%,33.3%,19.0%,28.6%,47.1%,30.0%,45.5%,66.7%,47
Iga Swiatek,2022 US Open R16,W vsNiemeier,17.3%,28.4%,46.2%,21.6%,33.3%,42.5%,37.5%,37.0%,66.7%,10.7%,21.4%,52.0%,6.7%,61.5%,50.0%,-23
Iga Swiatek,2022 US Open R32,W vsDavis,30.1%,37.0%,52.1%,36.4%,47.7%,60.7%,77.8%,53.8%,-,23.1%,23.1%,40.0%,35.7%,58.3%,100.0%,21
Iga Swiatek,2022 US Open R64,W vsStephens,30.6%,46.9%,59.4%,36.7%,53.3%,63.2%,46.7%,46.7%,100.0%,23.5%,41.2%,53.8%,0.0%,54.5%,-,23
Iga Swiatek,2022 US Open R128,W vsPaolini,27.5%,37.5%,48.3%,32.0%,36.0%,47.1%,81.8%,42.9%,0.0%,20.0%,40.0%,50.0%,14.3%,50.0%,100.0%,-104
Iga Swiatek,2022 Cincinnati R16,L vsKeys,22.2%,30.2%,38.3%,32.4%,38.2%,47.8%,47.6%,46.2%,40.0%,11.1%,22.2%,29.2%,22.2%,100.0%,100.0%,-21
Iga Swiatek,2022 Cincinnati R32,W vsStephens,20.6%,32.4%,51.0%,28.3%,41.3%,60.6%,13.0%,30.4%,0.0%,5.3%,15.8%,33.3%,0.0%,20.0%,33.3%,-66
Iga Swiatek,2022 Toronto R16,L vsHaddad Maia,26.1%,36.6%,45.8%,27.5%,42.9%,50.0%,34.0%,31.7%,28.6%,28.6%,31.0%,36.7%,56.3%,46.2%,42.9%,109
Iga Swiatek,2022 Toronto R32,W vsTomljanovic,27.3%,31.8%,51.6%,26.9%,30.8%,63.2%,33.3%,28.6%,0.0%,29.4%,35.3%,33.3%,12.5%,22.2%,-,-37
Iga Swiatek,2022 Warsaw QF,L vsGarcia,31.3%,37.5%,31.3%,34.3%,38.8%,29.5%,59.4%,40.0%,57.1%,25.9%,37.0%,35.0%,15.4%,64.3%,66.7%,-21
Iga Swiatek,2022 Warsaw R16,W vsLee,25.5%,46.8%,76.5%,29.4%,55.9%,75.0%,53.3%,26.3%,0.0%,16.7%,25.0%,80.0%,16.7%,16.7%,-,-11
Iga Swiatek,2022 Warsaw R32,W vsFrech,23.8%,35.7%,71.0%,31.8%,50.0%,80.0%,54.5%,36.4%,-,15.8%,21.1%,62.5%,0.0%,50.0%,-,-43
Iga Swiatek,2022 Wimbledon R32,L vsCornet,18.3%,31.7%,37.5%,27.3%,45.5%,50.0%,58.8%,43.8%,100.0%,7.7%,15.4%,25.0%,7.7%,76.9%,50.0%,-59
Iga Swiatek,2022 Wimbledon R64,W vsPattinama Kerkhove,35.6%,46.0%,43.6%,43.3%,53.3%,44.1%,20.7%,25.8%,0.0%,19.2%,30.8%,42.9%,0.0%,30.8%,-,-59
Iga Swiatek,2022 Wimbledon R128,W vsFett,26.8%,35.7%,42.1%,36.4%,45.5%,38.1%,68.8%,17.6%,25.0%,15.0%,25.0%,47.1%,0.0%,50.0%,0.0%,31
Iga Swiatek,2022 Roland Garros F,W vsGauff,25.0%,38.6%,57.6%,34.4%,50.0%,57.1%,73.3%,35.3%,-,0.0%,8.3%,58.3%,0.0%,0.0%,-,-119
Iga Swiatek,2022 Roland Garros SF,W vsKasatkina,12.5%,25.0%,72.7%,14.3%,32.1%,75.0%,62.5%,40.0%,-,10.0%,10.0%,66.7%,0.0%,0.0%,-,-23
Iga Swiatek,2022 Roland Garros QF,W vsPegula,37.0%,48.1%,47.1%,28.2%,41.0%,50.0%,33.3%,41.7%,50.0%,60.0%,66.7%,33.3%,0.0%,20.0%,-,-104
Iga Swiatek,2022 Roland Garros R16,W vsZheng,17.5%,28.2%,53.6%,20.0%,30.0%,50.0%,46.7%,20.0%,25.0%,12.5%,25.0%,60.7%,0.0%,29.4%,0.0%,-67
Iga Swiatek,2022 Roland Garros R32,W vsKovinic,27.3%,36.4%,55.0%,40.0%,51.4%,57.1%,27.8%,41.2%,0.0%,5.0%,10.0%,52.6%,14.3%,38.5%,100.0%,-104
Iga Swiatek,2022 Roland Garros R64,W vsRiske Amritraj,23.1%,46.2%,69.0%,26.9%,57.7%,78.9%,58.3%,21.4%,-,16.7%,25.0%,50.0%,20.0%,28.6%,-,-11
Iga Swiatek,2022 Roland Garros R128,W vsTsurenko,11.1%,36.1%,71.0%,8.7%,43.5%,71.4%,20.0%,30.8%,100.0%,16.7%,25.0%,70.0%,0.0%,83.3%,-,-11
Iga Swiatek,2022 Rome F,W vsJabeur,15.8%,22.8%,55.3%,18.8%,25.0%,61.5%,25.0%,37.5%,0.0%,12.5%,20.8%,47.6%,0.0%,26.7%,33.3%,-56
Iga Swiatek,2022 Rome SF,W vsSabalenka,25.0%,31.8%,58.1%,30.8%,34.6%,61.1%,70.0%,31.3%,0.0%,18.8%,31.3%,53.8%,0.0%,33.3%,100.0%,30
Iga Swiatek,2022 Rome QF,W vsAndreescu,18.8%,27.5%,53.8%,26.2%,35.7%,51.6%,22.2%,29.2%,50.0%,8.7%,17.4%,57.1%,0.0%,38.5%,50.0%,-33
Iga Swiatek,2022 Rome R16,W vsAzarenka,18.4%,28.6%,44.2%,15.0%,23.3%,43.1%,40.6%,32.1%,28.6%,25.7%,40.0%,46.2%,0.0%,31.6%,28.6%,-9
Iga Swiatek,2022 Rome R32,W vsRuse,24.3%,29.7%,56.0%,36.4%,45.5%,57.1%,40.0%,41.7%,-,8.3%,8.3%,54.5%,0.0%,14.3%,-,-42
Iga Swiatek,2022 Stuttgart F,W vsSabalenka,22.2%,33.3%,60.0%,25.0%,38.9%,70.4%,15.4%,43.5%,0.0%,18.8%,25.0%,38.5%,0.0%,12.5%,-,30
Iga Swiatek,2022 Stuttgart SF,W vsSamsonova,27.7%,39.3%,51.9%,33.8%,41.3%,47.2%,33.3%,25.5%,50.0%,14.3%,39.3%,62.5%,0.0%,7.1%,0.0%,25
Iga Swiatek,2022 Stuttgart QF,W vsRaducanu,15.8%,21.1%,66.0%,18.9%,21.6%,63.3%,27.8%,15.8%,0.0%,10.5%,21.1%,70.6%,0.0%,20.0%,100.0%,-43
Iga Swiatek,2022 Stuttgart R16,W vsLys,22.0%,29.3%,59.4%,26.9%,34.6%,52.6%,22.2%,64.7%,100.0%,13.3%,20.0%,69.2%,0.0%,57.1%,-,-104
Iga Swiatek,2022 BJK Cup RR,W vsBuzarnescu,26.8%,46.3%,65.5%,27.6%,55.2%,71.4%,64.3%,60.0%,-,27.3%,27.3%,50.0%,0.0%,14.3%,-,-3
Iga Swiatek,2022 BJK Cup RR,W vsPrisacariu,24.4%,39.0%,60.0%,32.3%,48.4%,52.4%,11.8%,42.9%,100.0%,0.0%,11.1%,77.8%,0.0%,66.7%,-,-119
Iga Swiatek,2022 Miami F,W vsOsaka,37.0%,47.8%,57.1%,40.0%,52.0%,60.0%,35.7%,63.6%,-,35.0%,45.0%,53.8%,0.0%,40.0%,-,-46
Iga Swiatek,2022 Miami SF,W vsPegula,24.6%,36.2%,48.0%,28.3%,43.5%,57.6%,22.7%,33.3%,16.7%,19.0%,23.8%,29.4%,20.0%,9.1%,-,1
Iga Swiatek,2022 Miami QF,W vsKvitova,44.2%,48.1%,55.6%,45.9%,48.6%,55.0%,46.7%,27.3%,-,46.2%,53.8%,57.1%,66.7%,28.6%,-,57
Iga Swiatek,2022 Miami R16,W vsGauff,38.0%,42.0%,58.6%,45.5%,45.5%,61.1%,50.0%,38.1%,0.0%,26.7%,40.0%,54.5%,44.4%,50.0%,-,38
Iga Swiatek,2022 Miami R32,W vsBrengle,10.6%,12.8%,63.4%,20.8%,25.0%,57.9%,0.0%,20.0%,-,0.0%,0.0%,68.2%,15.4%,33.3%,0.0%,-119
Iga Swiatek,2022 Miami R64,W vsGolubic,21.8%,34.5%,53.7%,27.0%,43.2%,55.6%,23.5%,50.0%,20.0%,12.5%,18.8%,50.0%,14.3%,33.3%,100.0%,9
Iga Swiatek,2022 Indian Wells F,W vsSakkari,23.5%,33.3%,53.1%,32.4%,44.1%,47.8%,25.0%,61.1%,100.0%,10.0%,20.0%,66.7%,0.0%,25.0%,-,-51
Iga Swiatek,2022 Indian Wells SF,W vsHalep,18.9%,25.7%,50.9%,25.6%,32.6%,37.5%,25.0%,56.5%,83.3%,10.7%,17.9%,68.0%,0.0%,72.2%,-,-7
Iga Swiatek,2022 Indian Wells QF,W vsKeys,20.0%,31.1%,67.6%,20.0%,36.0%,80.0%,30.8%,25.0%,100.0%,22.2%,27.8%,50.0%,0.0%,60.0%,-,17
Iga Swiatek,2022 Indian Wells R16,W vsKerber,20.7%,30.4%,48.5%,23.0%,32.8%,48.9%,46.2%,34.3%,0.0%,19.2%,30.8%,47.6%,11.8%,22.2%,0.0%,67
Iga Swiatek,2022 Indian Wells R32,W vsTauson,26.7%,33.3%,55.6%,30.2%,37.7%,56.8%,47.8%,50.0%,0.0%,19.0%,23.8%,52.9%,25.0%,46.2%,-,-49
Iga Swiatek,2022 Indian Wells R64,W vsKalinina,22.1%,32.6%,45.3%,30.0%,42.0%,54.3%,28.0%,44.0%,57.1%,12.1%,21.2%,34.5%,0.0%,23.5%,0.0%,-3
Iga Swiatek,2022 Doha F,W vsKontaveit,29.5%,36.4%,51.6%,32.4%,41.2%,60.9%,35.3%,29.4%,0.0%,20.0%,20.0%,25.0%,0.0%,66.7%,50.0%,-104
Iga Swiatek,2022 Doha SF,W vsSakkari,7.6%,12.1%,53.3%,6.0%,12.0%,57.4%,12.0%,56.0%,66.7%,13.3%,13.3%,38.5%,0.0%,11.1%,25.0%,-28
Iga Swiatek,2022 Doha QF,W vsSabalenka,28.6%,38.1%,42.9%,35.7%,50.0%,50.0%,27.3%,23.5%,0.0%,16.7%,16.7%,30.0%,0.0%,16.7%,0.0%,46
Iga Swiatek,2022 Doha R16,W vsKasatkina,11.8%,25.5%,65.1%,12.8%,28.2%,61.8%,21.1%,30.0%,0.0%,10.0%,20.0%,77.8%,0.0%,16.7%,0.0%,-23
Iga Swiatek,2022 Doha R32,W vsGolubic,21.5%,34.2%,50.0%,23.5%,39.2%,56.4%,46.2%,28.0%,0.0%,19.2%,26.9%,38.1%,0.0%,37.5%,50.0%,-18
Iga Swiatek,2022 Dubai R16,L vsOstapenko,37.3%,40.7%,17.1%,33.8%,36.6%,14.9%,35.5%,37.5%,46.2%,46.5%,51.2%,21.7%,5.0%,56.5%,60.0%,-1
Iga Swiatek,2022 Dubai R32,W vsKasatkina,14.3%,26.5%,61.9%,20.0%,40.0%,75.0%,9.1%,47.4%,50.0%,5.3%,5.3%,44.4%,0.0%,37.5%,100.0%,-104
Iga Swiatek,2022 Australian Open SF,L vsCollins,17.0%,22.6%,32.5%,29.0%,35.5%,45.5%,43.8%,26.7%,0.0%,0.0%,5.6%,16.7%,0.0%,88.9%,100.0%,-119
