Player,Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
Iga Swiatek,2023 Tokyo QF,L vsKudermetova,65.9%,50.0%,2.4%,0/2,2.60,7.5%,61.7%,48.3%,2.1%,2.63,12.1%,75.8%,52.0%,3.0%,2.55,0.0%
Iga Swiatek,2023 Tokyo R16,W vsHontama,83.8%,62.7%,1.3%,0/1,2.67,5.4%,84.5%,65.3%,0.0%,2.38,10.0%,85.7%,55.6%,4.8%,3.00,0.0%
Iga Swiatek,2023 US Open R16,L vsOstapenko,58.0%,67.5%,10.1%,7/0,2.53,5.8%,51.1%,52.2%,6.7%,2.44,6.3%,81.0%,88.2%,19.0%,2.67,5.0%
Iga Swiatek,2023 US Open R32,W vsJuvan,75.0%,83.3%,0.0%,0/0,2.39,7.1%,82.4%,78.6%,0.0%,2.30,13.3%,76.9%,90.0%,0.0%,2.50,0.0%
Iga Swiatek,2023 US Open R64,W vsSaville,75.0%,52.4%,0.0%,0/0,2.46,6.7%,81.6%,38.7%,0.0%,2.39,10.0%,100.0%,90.9%,0.0%,2.61,0.0%
Iga Swiatek,2023 US Open R128,W vsPeterson,84.4%,77.8%,6.3%,2/0,2.40,6.3%,85.7%,77.8%,9.5%,2.25,9.5%,90.0%,77.8%,0.0%,2.68,0.0%
Iga Swiatek,2023 Cincinnati SF,L vsGauff,62.8%,57.7%,0.0%,0/0,2.36,1.4%,50.0%,51.9%,0.0%,2.49,2.2%,83.0%,61.4%,0.0%,2.15,0.0%
Iga Swiatek,2023 Cincinnati QF,W vsVondrousova,61.8%,61.8%,3.6%,0/2,2.42,26.5%,69.7%,56.5%,6.1%,2.33,37.1%,64.7%,72.7%,0.0%,2.66,0.0%
Iga Swiatek,2023 Cincinnati R16,W vsZheng,69.2%,70.4%,2.6%,1/1,2.58,0.0%,67.9%,73.7%,0.0%,2.64,0.0%,81.4%,68.6%,4.7%,2.50,0.0%
Iga Swiatek,2023 Cincinnati R32,W vsCollins,68.8%,84.8%,8.3%,1/3,3.08,0.0%,70.8%,76.5%,8.3%,3.31,0.0%,84.2%,93.8%,10.5%,2.35,0.0%
Iga Swiatek,2023 Montreal SF,L vsPegula,72.2%,66.2%,11.1%,8/2,2.34,6.3%,67.3%,54.3%,9.6%,2.23,9.4%,83.3%,80.0%,13.9%,2.58,0.0%
Iga Swiatek,2023 Montreal QF,W vsCollins,68.2%,55.0%,8.0%,4/3,2.70,5.7%,70.2%,45.0%,5.3%,2.56,11.1%,76.9%,75.0%,15.4%,2.84,0.0%
Iga Swiatek,2023 Montreal R16,W vsMuchova,75.7%,57.1%,3.6%,1/3,2.75,8.2%,71.4%,46.0%,1.4%,2.68,11.6%,91.9%,73.5%,8.1%,2.93,0.0%
Iga Swiatek,2023 Montreal R32,W vsPliskova,74.7%,59.3%,6.3%,4/1,2.94,2.7%,78.0%,61.5%,4.0%,2.79,5.0%,83.3%,55.0%,12.5%,3.12,0.0%
Iga Swiatek,2023 Warsaw F,W vsSiegemund,83.7%,63.9%,0.0%,0/0,2.30,23.8%,84.4%,51.9%,0.0%,1.98,33.3%,100.0%,100.0%,0.0%,2.72,11.1%
Iga Swiatek,2023 Warsaw SF,W vsWickmayer,75.0%,59.3%,2.8%,1/1,2.36,10.5%,75.0%,63.6%,0.0%,2.44,17.6%,95.5%,52.4%,9.1%,2.23,0.0%
Iga Swiatek,2023 Warsaw QF,W vsNoskova,66.7%,65.0%,5.0%,3/0,2.16,15.2%,61.1%,54.5%,5.6%,2.11,17.4%,85.7%,77.8%,4.8%,2.28,10.0%
Iga Swiatek,2023 Warsaw R16,W vsLiu,81.4%,62.5%,3.4%,1/1,2.35,0.0%,77.8%,57.1%,0.0%,2.33,0.0%,95.2%,70.0%,9.5%,2.39,0.0%
Iga Swiatek,2023 Warsaw R32,W vsAbduraimova,62.0%,54.5%,5.6%,1/3,2.53,5.8%,64.9%,54.2%,2.7%,2.33,9.4%,83.3%,55.0%,12.5%,2.84,0.0%
Iga Swiatek,2023 Wimbledon QF,L vsSvitolina,62.4%,44.1%,8.3%,9/0,2.28,7.6%,59.7%,29.7%,6.5%,2.24,10.5%,81.6%,61.3%,13.2%,2.39,0.0%
Iga Swiatek,2023 Wimbledon R16,W vsBencic,57.7%,46.9%,7.2%,3/5,2.42,6.9%,57.1%,50.0%,4.3%,2.28,7.8%,80.0%,41.7%,16.7%,2.76,4.8%
Iga Swiatek,2023 Wimbledon R32,W vsMartic,68.2%,68.9%,6.1%,2/2,2.21,14.0%,71.1%,63.0%,5.3%,2.25,10.5%,75.0%,77.8%,8.3%,2.09,25.0%
Iga Swiatek,2023 Wimbledon R64,W vsSorribes Tormo,75.6%,73.5%,0.0%,0/0,2.32,12.9%,79.3%,65.2%,0.0%,2.33,19.0%,91.7%,90.9%,0.0%,2.31,0.0%
Iga Swiatek,2023 Wimbledon R128,W vsZhu,83.0%,65.9%,3.8%,1/1,2.57,2.6%,86.7%,61.5%,0.0%,2.45,4.0%,78.3%,72.2%,8.7%,2.78,0.0%
Iga Swiatek,2023 Bad Homburg QF,W vsBlinkova,61.4%,63.0%,2.3%,1/0,2.63,12.2%,57.1%,66.7%,4.8%,2.49,16.7%,83.3%,60.0%,0.0%,2.99,0.0%
Iga Swiatek,2023 Bad Homburg R16,W vsTeichmann,76.9%,60.0%,10.3%,3/1,2.35,20.9%,78.3%,44.4%,4.3%,2.30,30.0%,85.7%,83.3%,21.4%,2.48,0.0%
Iga Swiatek,2023 Bad Homburg R32,W vsMaria,67.1%,64.9%,0.0%,0/0,2.36,89.3%,66.7%,56.3%,0.0%,2.33,89.1%,78.1%,76.0%,0.0%,2.48,90.0%
Iga Swiatek,2023 Roland Garros F,W vsMuchova,71.9%,65.6%,6.7%,5/1,2.32,4.3%,72.0%,66.7%,8.0%,2.25,6.8%,77.8%,64.3%,5.6%,2.46,0.0%
Iga Swiatek,2023 Roland Garros SF,W vsHaddad Maia,85.1%,52.6%,7.5%,5/0,2.39,3.5%,88.0%,52.3%,0.0%,2.46,0.0%,81.3%,53.8%,31.3%,2.29,8.7%
Iga Swiatek,2023 Roland Garros QF,W vsGauff,68.8%,66.7%,2.1%,0/1,2.58,2.7%,60.9%,71.4%,4.3%,2.42,4.5%,82.6%,63.2%,0.0%,2.82,0.0%
Iga Swiatek,2023 Roland Garros R16,W vsTsurenko,93.8%,73.3%,0.0%,0/0,2.39,0.0%,100.0%,66.7%,0.0%,2.75,0.0%,100.0%,77.8%,0.0%,1.50,0.0%
Iga Swiatek,2023 Roland Garros R32,W vsWang,81.8%,77.8%,0.0%,0/0,2.93,0.0%,90.0%,77.8%,0.0%,2.89,0.0%,100.0%,77.8%,0.0%,2.99,0.0%
Iga Swiatek,2023 Roland Garros R64,W vsLiu,83.7%,73.2%,4.1%,1/1,2.43,0.0%,88.9%,62.5%,0.0%,2.50,0.0%,77.3%,88.2%,9.1%,2.35,0.0%
Iga Swiatek,2023 Roland Garros R128,W vsBucsa,75.0%,75.0%,2.1%,1/0,2.87,0.0%,79.3%,73.9%,3.4%,2.93,0.0%,76.5%,76.9%,0.0%,2.75,0.0%
Iga Swiatek,2023 Rome QF,L vsRybakina,64.6%,56.5%,1.0%,0/1,2.46,7.3%,57.4%,45.2%,0.0%,2.48,12.5%,81.6%,67.7%,2.6%,2.43,0.0%
Iga Swiatek,2023 Rome R16,W vsVekic,64.2%,58.8%,5.7%,3/0,2.37,6.4%,60.0%,38.9%,3.3%,2.11,9.7%,80.0%,81.3%,10.0%,2.89,0.0%
Iga Swiatek,2023 Rome R32,W vsTsurenko,80.9%,68.4%,2.1%,1/0,2.42,5.9%,82.1%,60.9%,3.6%,2.48,9.1%,93.8%,80.0%,0.0%,2.32,0.0%
Iga Swiatek,2023 Rome R64,W vsPavlyuchenkova,81.4%,68.6%,7.0%,0/3,2.56,12.5%,85.0%,52.9%,0.0%,2.75,19.0%,100.0%,83.3%,16.7%,2.19,0.0%
Iga Swiatek,2023 Madrid F,L vsSabalenka,74.5%,48.6%,2.1%,1/1,2.53,1.8%,75.0%,50.0%,1.8%,2.53,2.7%,80.0%,46.4%,2.9%,2.52,0.0%
Iga Swiatek,2023 Madrid SF,W vsKudermetova,71.4%,68.6%,8.2%,2/2,2.51,5.1%,70.0%,66.7%,6.7%,2.55,11.1%,87.5%,71.4%,12.5%,2.47,0.0%
Iga Swiatek,2023 Madrid QF,W vsMartic,70.6%,70.8%,8.8%,1/2,2.89,3.0%,63.6%,57.1%,4.5%,2.80,4.8%,100.0%,90.0%,20.0%,3.05,0.0%
Iga Swiatek,2023 Madrid R16,W vsAlexandrova,68.0%,50.0%,4.1%,2/2,2.68,0.0%,63.3%,47.4%,1.7%,2.53,0.0%,87.5%,53.6%,9.4%,2.94,0.0%
Iga Swiatek,2023 Madrid R32,W vsPera,64.4%,65.8%,5.1%,1/2,2.55,0.0%,65.9%,63.0%,4.9%,2.83,0.0%,84.6%,72.7%,7.7%,2.25,0.0%
Iga Swiatek,2023 Madrid R64,W vsGrabher,72.1%,61.3%,0.0%,0/0,2.46,0.0%,74.3%,57.7%,0.0%,2.41,0.0%,83.3%,80.0%,0.0%,2.55,0.0%
Iga Swiatek,2023 Stuttgart F,W vsSabalenka,74.6%,52.8%,4.2%,2/1,2.42,4.3%,69.4%,47.1%,2.0%,2.58,3.2%,95.0%,63.2%,10.0%,2.07,6.7%
Iga Swiatek,2023 Stuttgart QF,W vsPliskova,63.5%,55.3%,8.1%,3/3,2.81,5.6%,71.4%,54.3%,4.1%,2.75,6.3%,85.7%,58.3%,28.6%,2.90,4.5%
Iga Swiatek,2023 Stuttgart R16,W vsZheng,71.2%,62.2%,1.9%,0/1,2.98,0.0%,60.0%,66.7%,0.0%,3.01,0.0%,91.7%,59.1%,4.2%,2.95,0.0%
Iga Swiatek,2023 Indian Wells SF,L vsRybakina,66.1%,45.9%,7.1%,1/3,2.31,5.9%,61.8%,33.3%,5.9%,2.33,8.7%,80.0%,62.5%,10.0%,2.28,0.0%
Iga Swiatek,2023 Indian Wells QF,W vsCirstea,82.4%,57.1%,3.9%,1/1,2.62,2.6%,87.1%,59.3%,3.2%,2.79,4.0%,88.2%,53.3%,5.9%,2.32,0.0%
Iga Swiatek,2023 Indian Wells R16,W vsRaducanu,83.3%,57.8%,1.9%,0/1,2.72,0.0%,91.2%,61.3%,0.0%,2.54,0.0%,82.4%,50.0%,5.9%,3.15,0.0%
Iga Swiatek,2023 Indian Wells R32,W vsAndreescu,76.4%,65.5%,2.8%,1/1,2.39,6.7%,74.5%,61.0%,0.0%,2.32,10.0%,93.3%,78.6%,13.3%,2.55,0.0%
Iga Swiatek,2023 Indian Wells R64,W vsLiu,78.6%,69.7%,2.4%,1/0,2.36,11.5%,82.6%,73.7%,4.3%,2.40,15.0%,93.3%,64.3%,0.0%,2.23,0.0%
Iga Swiatek,2023 Dubai F,L vsKrejcikova,64.8%,51.4%,14.8%,4/4,2.64,0.0%,60.6%,50.0%,18.2%,2.52,0.0%,75.0%,53.3%,10.0%,2.93,0.0%
Iga Swiatek,2023 Dubai SF,W vsGauff,77.8%,69.0%,0.0%,0/0,2.45,8.6%,69.7%,65.2%,0.0%,2.44,12.0%,100.0%,73.7%,0.0%,2.48,0.0%
Iga Swiatek,2023 Dubai R16,W vsSamsonova,73.6%,71.8%,3.8%,1/1,2.12,0.0%,64.5%,55.0%,3.2%,2.10,0.0%,95.0%,89.5%,5.0%,2.16,0.0%
Iga Swiatek,2023 Dubai R32,W vsFernandez,90.0%,66.7%,2.5%,0/1,2.39,6.3%,100.0%,61.9%,4.8%,2.48,11.1%,88.2%,73.3%,0.0%,2.27,0.0%
Iga Swiatek,2023 Doha F,W vsPegula,85.7%,61.9%,4.1%,1/1,2.07,6.9%,96.7%,55.2%,3.3%,2.04,11.1%,86.7%,76.9%,6.7%,2.13,0.0%
Iga Swiatek,2023 Doha SF,W vsKudermetova,79.4%,74.1%,2.9%,1/0,2.26,12.5%,80.0%,75.0%,5.0%,2.45,18.8%,91.7%,72.7%,0.0%,1.88,0.0%
Iga Swiatek,2023 Doha R16,W vsCollins,89.7%,73.1%,0.0%,0/0,2.71,4.2%,94.7%,72.2%,0.0%,2.88,5.9%,100.0%,75.0%,0.0%,2.30,0.0%
Iga Swiatek,2023 Australian Open R16,L vsRybakina,66.7%,50.0%,13.0%,1/6,2.74,4.5%,53.3%,37.5%,10.0%,2.62,6.9%,87.0%,60.0%,17.4%,2.95,0.0%
Iga Swiatek,2023 Australian Open R32,W vsBucsa,73.0%,77.8%,5.4%,2/0,2.38,4.8%,82.6%,73.7%,8.7%,2.31,10.0%,72.7%,87.5%,0.0%,2.44,0.0%
Iga Swiatek,2023 Australian Open R64,W vsOsorio,87.2%,65.9%,0.0%,0/0,2.35,16.3%,90.9%,70.0%,0.0%,2.39,21.2%,91.7%,54.5%,0.0%,2.21,0.0%
Iga Swiatek,2023 Australian Open R128,W vsNiemeier,71.8%,56.9%,8.5%,4/2,2.42,13.2%,64.4%,44.8%,4.4%,2.36,22.2%,88.0%,72.7%,16.0%,2.48,3.8%
Iga Swiatek,2023 United Cup SF,L vsPegula,69.8%,45.9%,20.8%,3/8,2.73,2.9%,55.2%,31.3%,20.7%,2.90,4.3%,91.3%,57.1%,21.7%,2.40,0.0%
Iga Swiatek,2023 United Cup RR,W vsPutintseva,81.6%,52.5%,2.0%,1/0,2.64,9.7%,87.9%,48.3%,3.0%,2.59,13.6%,84.6%,63.6%,0.0%,2.76,0.0%
Iga Swiatek,2023 United Cup RR,W vsBencic,70.7%,58.5%,4.0%,2/1,2.73,12.8%,75.5%,56.8%,4.1%,2.87,16.1%,69.6%,62.5%,4.3%,2.47,6.3%
Iga Swiatek,2023 United Cup RR,W vsTrevisan,84.4%,50.8%,0.0%,0/0,2.62,15.4%,90.0%,46.7%,0.0%,2.64,20.7%,87.0%,60.0%,0.0%,2.58,0.0%
Iga Swiatek,2022 Fort Worth Finals SF,L vsSabalenka,48.6%,63.9%,8.1%,3/3,2.60,11.3%,45.5%,70.0%,9.1%,2.57,12.2%,76.2%,56.3%,9.5%,2.67,9.5%
Iga Swiatek,2022 Fort Worth Finals RR,W vsGarcia,69.6%,62.5%,23.9%,7/4,2.26,2.7%,64.3%,55.6%,17.9%,2.23,5.0%,93.3%,71.4%,40.0%,2.31,0.0%
Iga Swiatek,2022 Fort Worth Finals RR,W vsGauff,73.5%,66.7%,0.0%,0/0,2.62,4.9%,70.6%,66.7%,0.0%,2.64,6.1%,85.7%,66.7%,0.0%,2.49,0.0%
Iga Swiatek,2022 Fort Worth Finals RR,W vsKasatkina,77.4%,61.0%,3.8%,2/0,2.50,2.4%,82.5%,57.6%,2.5%,2.42,3.1%,72.7%,75.0%,9.1%,2.75,0.0%
Iga Swiatek,2022 San Diego F,W vsVekic,73.0%,53.7%,4.1%,3/0,1.92,4.9%,71.7%,45.5%,2.2%,1.93,6.3%,84.0%,66.7%,8.0%,1.89,0.0%
Iga Swiatek,2022 San Diego SF,W vsPegula,79.1%,54.4%,4.7%,2/2,2.23,6.8%,83.0%,43.6%,6.4%,2.31,6.7%,82.9%,69.0%,2.9%,1.98,7.1%
Iga Swiatek,2022 San Diego QF,W vsGauff,83.3%,57.5%,2.1%,1/0,1.99,3.1%,88.2%,56.7%,0.0%,1.97,4.3%,83.3%,60.0%,8.3%,2.04,0.0%
Iga Swiatek,2022 San Diego R16,W vsZheng,64.6%,51.6%,1.0%,0/1,2.47,7.5%,67.9%,41.7%,0.0%,2.59,11.8%,74.3%,65.4%,2.9%,2.25,0.0%
Iga Swiatek,2022 Ostrava F,L vsKrejcikova,69.2%,50.6%,5.1%,3/3,2.63,4.9%,63.6%,46.9%,3.9%,2.57,7.0%,84.2%,56.3%,7.9%,2.75,0.0%
Iga Swiatek,2022 Ostrava SF,W vsAlexandrova,70.1%,42.6%,10.3%,7/3,2.21,0.0%,69.6%,35.9%,16.1%,2.36,0.0%,80.6%,51.7%,2.8%,1.83,0.0%
Iga Swiatek,2022 Ostrava QF,W vsMcnally,80.6%,58.6%,2.8%,1/1,2.64,14.8%,81.5%,61.4%,1.9%,2.73,19.0%,82.4%,50.0%,5.9%,2.32,0.0%
Iga Swiatek,2022 Ostrava R16,W vsTomljanovic,81.4%,49.1%,2.9%,1/1,2.38,11.6%,84.1%,48.6%,0.0%,2.41,19.2%,90.9%,50.0%,9.1%,2.32,0.0%
Iga Swiatek,2022 US Open F,W vsJabeur,81.3%,60.7%,1.3%,1/0,2.52,17.5%,83.0%,56.4%,0.0%,2.42,19.6%,91.7%,68.2%,4.2%,2.93,9.1%
Iga Swiatek,2022 US Open SF,W vsSabalenka,75.3%,59.7%,4.5%,2/2,2.48,8.3%,75.0%,44.4%,4.2%,2.40,11.6%,91.2%,77.4%,5.9%,2.66,0.0%
Iga Swiatek,2022 US Open QF,W vsPegula,85.9%,65.6%,4.2%,2/1,2.61,5.4%,90.5%,52.6%,4.8%,2.53,7.7%,88.5%,87.0%,3.8%,2.80,0.0%
Iga Swiatek,2022 US Open R16,W vsNiemeier,61.9%,65.0%,8.2%,4/4,2.28,4.6%,72.3%,70.6%,10.6%,2.19,2.5%,70.3%,57.7%,8.1%,2.43,8.0%
Iga Swiatek,2022 US Open R32,W vsDavis,67.5%,57.4%,3.8%,2/1,2.07,0.0%,65.9%,59.3%,7.3%,1.94,0.0%,81.8%,55.6%,0.0%,2.26,0.0%
Iga Swiatek,2022 US Open R64,W vsStephens,73.6%,56.4%,0.0%,0/0,2.35,6.3%,79.4%,55.6%,0.0%,2.48,10.5%,75.0%,58.3%,0.0%,2.16,0.0%
Iga Swiatek,2022 US Open R128,W vsPaolini,80.4%,70.7%,3.9%,1/1,2.11,0.0%,80.0%,75.0%,0.0%,2.01,0.0%,94.4%,64.7%,11.1%,2.26,0.0%
Iga Swiatek,2022 Cincinnati R16,L vsKeys,75.0%,47.6%,12.5%,7/0,2.70,0.0%,80.6%,44.8%,5.6%,2.74,0.0%,68.4%,53.8%,26.3%,2.65,0.0%
Iga Swiatek,2022 Cincinnati R32,W vsStephens,79.1%,62.3%,6.0%,4/0,2.58,11.8%,78.0%,56.4%,0.0%,2.47,18.2%,93.3%,78.6%,26.7%,2.79,0.0%
Iga Swiatek,2022 Toronto R16,L vsHaddad Maia,64.8%,49.1%,12.5%,6/5,2.51,2.1%,64.9%,43.2%,10.5%,2.49,3.0%,69.0%,60.0%,17.2%,2.54,0.0%
Iga Swiatek,2022 Toronto R32,W vsTomljanovic,78.4%,79.3%,16.2%,1/5,2.74,10.0%,78.9%,73.3%,10.5%,2.77,11.1%,93.3%,85.7%,26.7%,2.68,8.3%
Iga Swiatek,2022 Warsaw QF,L vsGarcia,70.9%,52.5%,26.7%,16/7,3.12,0.0%,76.8%,46.5%,23.2%,3.12,0.0%,75.0%,66.7%,41.7%,3.11,0.0%
Iga Swiatek,2022 Warsaw R16,W vsLee,67.9%,61.1%,1.9%,1/0,2.61,38.2%,75.0%,63.0%,0.0%,2.46,50.0%,64.3%,55.6%,7.1%,2.99,10.0%
Iga Swiatek,2022 Warsaw R32,W vsFrech,72.3%,58.8%,4.3%,0/2,2.37,0.0%,74.2%,56.5%,0.0%,2.34,0.0%,84.6%,63.6%,15.4%,2.41,0.0%
Iga Swiatek,2022 Wimbledon R32,L vsCornet,70.0%,47.6%,10.0%,4/2,2.56,23.4%,72.7%,45.8%,6.1%,2.39,47.8%,72.0%,50.0%,16.0%,2.74,0.0%
Iga Swiatek,2022 Wimbledon R64,W vsPattinama Kerkhove,68.8%,51.6%,8.6%,4/4,2.36,3.6%,69.8%,43.2%,9.5%,2.39,5.9%,90.9%,70.0%,9.1%,2.33,0.0%
Iga Swiatek,2022 Wimbledon R128,W vsFett,65.4%,64.7%,15.4%,3/5,2.43,5.3%,70.4%,63.2%,7.4%,2.57,9.5%,93.8%,66.7%,37.5%,2.26,0.0%
Iga Swiatek,2022 Roland Garros F,W vsGauff,71.9%,70.7%,0.0%,0/0,2.25,0.0%,76.3%,69.0%,0.0%,2.17,0.0%,75.0%,75.0%,0.0%,2.40,0.0%
Iga Swiatek,2022 Roland Garros SF,W vsKasatkina,81.3%,71.8%,2.1%,0/1,2.07,6.1%,85.3%,65.5%,2.9%,2.07,8.3%,83.3%,90.0%,0.0%,2.04,0.0%
Iga Swiatek,2022 Roland Garros QF,W vsPegula,84.0%,58.7%,5.3%,3/1,2.40,3.0%,81.4%,51.4%,7.0%,2.49,3.7%,90.3%,67.9%,3.2%,2.00,0.0%
Iga Swiatek,2022 Roland Garros R16,W vsZheng,70.7%,67.7%,0.0%,0/0,2.54,1.2%,65.3%,59.4%,0.0%,2.57,1.9%,86.8%,75.8%,0.0%,2.48,0.0%
Iga Swiatek,2022 Roland Garros R32,W vsKovinic,72.3%,57.4%,4.6%,1/2,2.25,0.0%,68.6%,58.3%,2.9%,2.31,0.0%,88.5%,56.5%,7.7%,2.18,0.0%
Iga Swiatek,2022 Roland Garros R64,W vsRiske Amritraj,75.5%,73.0%,2.0%,1/0,2.23,0.0%,81.3%,73.1%,3.1%,2.09,0.0%,73.3%,72.7%,0.0%,2.48,0.0%
Iga Swiatek,2022 Roland Garros R128,W vsTsurenko,82.5%,84.8%,0.0%,0/0,2.07,3.2%,85.7%,79.2%,0.0%,2.07,4.8%,75.0%,100.0%,0.0%,2.07,0.0%
Iga Swiatek,2022 Rome F,W vsJabeur,77.8%,61.9%,3.7%,2/0,2.11,4.3%,85.2%,52.2%,7.4%,1.91,8.0%,76.0%,73.7%,0.0%,2.34,0.0%
Iga Swiatek,2022 Rome SF,W vsSabalenka,80.0%,70.5%,5.5%,1/2,2.55,0.0%,87.1%,81.5%,6.5%,2.68,0.0%,81.0%,52.9%,4.8%,2.37,0.0%
Iga Swiatek,2022 Rome QF,W vsAndreescu,78.2%,69.8%,10.9%,3/3,2.37,5.9%,73.3%,68.2%,6.7%,2.34,6.7%,84.0%,71.4%,16.0%,2.40,4.8%
Iga Swiatek,2022 Rome R16,W vsAzarenka,74.5%,71.4%,8.5%,0/4,2.57,1.3%,84.0%,57.1%,0.0%,2.70,2.0%,87.5%,92.9%,25.0%,2.32,0.0%
Iga Swiatek,2022 Rome R32,W vsRuse,77.1%,78.4%,0.0%,0/0,2.87,0.0%,77.8%,76.2%,0.0%,3.14,0.0%,88.9%,81.3%,0.0%,2.53,0.0%
Iga Swiatek,2022 Stuttgart F,W vsSabalenka,66.7%,55.9%,2.0%,0/1,2.39,2.5%,84.6%,45.5%,3.8%,2.23,3.7%,63.2%,75.0%,0.0%,2.71,0.0%
Iga Swiatek,2022 Stuttgart SF,W vsSamsonova,76.8%,52.8%,4.3%,3/3,2.52,0.0%,79.0%,53.2%,3.0%,2.64,0.0%,77.1%,51.9%,8.6%,2.26,0.0%
Iga Swiatek,2022 Stuttgart QF,W vsRaducanu,71.9%,58.7%,0.0%,0/0,2.37,0.0%,71.4%,54.3%,0.0%,2.20,0.0%,73.3%,72.7%,0.0%,2.64,0.0%
Iga Swiatek,2022 Stuttgart R16,W vsLys,85.2%,65.2%,1.9%,1/0,2.74,0.0%,86.5%,68.8%,0.0%,2.63,0.0%,100.0%,57.1%,7.1%,2.92,0.0%
Iga Swiatek,2022 BJK Cup RR,W vsBuzarnescu,82.4%,78.6%,2.9%,1/0,2.42,6.9%,85.7%,72.2%,4.8%,2.26,9.5%,83.3%,90.0%,0.0%,2.85,0.0%
Iga Swiatek,2022 BJK Cup RR,W vsPrisacariu,90.6%,79.3%,6.3%,1/1,2.33,6.7%,90.5%,73.7%,9.5%,2.21,9.5%,100.0%,90.0%,0.0%,2.61,0.0%
Iga Swiatek,2022 Miami F,W vsOsaka,67.2%,68.3%,6.6%,0/4,2.49,0.0%,54.8%,64.7%,3.2%,2.55,0.0%,88.9%,70.8%,11.1%,2.42,0.0%
Iga Swiatek,2022 Miami SF,W vsPegula,80.3%,62.3%,2.6%,1/1,2.42,4.1%,79.6%,56.4%,0.0%,2.50,6.3%,88.0%,72.7%,8.0%,2.26,0.0%
Iga Swiatek,2022 Miami QF,W vsKvitova,68.4%,61.5%,1.8%,0/1,2.68,0.0%,56.4%,54.5%,2.6%,2.76,0.0%,100.0%,70.6%,0.0%,2.44,0.0%
Iga Swiatek,2022 Miami R16,W vsGauff,70.0%,64.3%,3.3%,1/1,2.87,0.0%,69.2%,66.7%,2.6%,2.94,0.0%,88.2%,60.0%,5.9%,2.75,0.0%
Iga Swiatek,2022 Miami R32,W vsBrengle,78.6%,69.7%,2.4%,1/0,2.42,0.0%,87.9%,69.0%,0.0%,2.83,0.0%,50.0%,75.0%,12.5%,2.05,0.0%
Iga Swiatek,2022 Miami R64,W vsGolubic,88.6%,66.7%,0.0%,0/0,2.24,9.8%,96.6%,60.7%,0.0%,2.31,11.1%,91.7%,81.8%,0.0%,2.10,7.1%
Iga Swiatek,2022 Indian Wells F,W vsSakkari,66.7%,67.5%,1.7%,0/1,2.20,0.0%,71.4%,56.0%,0.0%,2.18,0.0%,83.3%,86.7%,5.6%,2.23,0.0%
Iga Swiatek,2022 Indian Wells SF,W vsHalep,77.1%,57.4%,1.4%,0/1,2.61,0.0%,75.5%,51.4%,2.0%,2.33,0.0%,89.5%,70.6%,0.0%,2.97,0.0%
Iga Swiatek,2022 Indian Wells QF,W vsKeys,88.9%,75.0%,16.7%,4/2,2.42,0.0%,90.9%,65.0%,4.5%,2.67,0.0%,85.7%,91.7%,35.7%,2.03,0.0%
Iga Swiatek,2022 Indian Wells R16,W vsKerber,79.0%,59.4%,2.5%,2/0,2.55,0.0%,85.4%,61.0%,0.0%,2.40,0.0%,88.5%,56.5%,7.7%,2.88,0.0%
Iga Swiatek,2022 Indian Wells R32,W vsTauson,66.4%,62.0%,0.9%,0/1,2.25,1.9%,66.1%,48.7%,1.7%,2.10,2.8%,78.0%,78.1%,0.0%,2.58,0.0%
Iga Swiatek,2022 Indian Wells R64,W vsKalinina,74.0%,66.7%,4.1%,1/2,2.47,0.0%,83.3%,62.9%,0.0%,2.36,0.0%,86.4%,73.7%,13.6%,2.60,0.0%
Iga Swiatek,2022 Doha F,W vsKontaveit,90.9%,70.0%,0.0%,0/0,2.36,3.2%,90.9%,63.3%,0.0%,2.46,4.3%,90.9%,90.0%,0.0%,2.09,0.0%
Iga Swiatek,2022 Doha SF,W vsSakkari,68.5%,67.6%,3.7%,1/1,2.19,0.0%,63.6%,71.4%,3.0%,2.21,0.0%,88.9%,62.5%,5.6%,2.11,0.0%
Iga Swiatek,2022 Doha QF,W vsSabalenka,78.3%,68.1%,5.0%,1/2,2.56,7.1%,84.1%,70.3%,2.3%,2.40,11.1%,76.9%,60.0%,15.4%,2.85,0.0%
Iga Swiatek,2022 Doha R16,W vsKasatkina,73.0%,74.1%,8.1%,1/2,2.25,4.7%,81.8%,66.7%,4.5%,2.25,5.9%,69.2%,88.9%,15.4%,2.23,0.0%
Iga Swiatek,2022 Doha R32,W vsGolubic,82.4%,57.4%,1.4%,0/1,2.30,10.2%,80.0%,52.5%,0.0%,2.34,7.9%,95.5%,66.7%,4.5%,2.21,14.3%
Iga Swiatek,2022 Dubai R16,L vsOstapenko,70.1%,55.9%,21.6%,9/12,2.75,11.4%,78.7%,58.3%,19.7%,2.80,17.0%,74.1%,50.0%,33.3%,2.65,0.0%
Iga Swiatek,2022 Dubai R32,W vsKasatkina,81.0%,61.8%,4.8%,0/2,2.77,2.4%,89.7%,57.7%,0.0%,2.83,4.2%,88.9%,75.0%,22.2%,2.70,0.0%
